,Source,Target,Text,Label,Score,Sentiment
458,Lisa,Mona,"
As for Mona? She seems to be an excellent mage, but I'm not a part of their  Hexenzirkel  . The idea of  Irminsul  exploration and formal tea parties just leaves me cold.",NEGATIVE,0.9993295669555664,-0.9986591339111328
459,Lisa,Noelle,"
Every time I ask Noelle to dust off the bookshelves, I'm always left with the sense that the more exhausted I make her, the happier she becomes. Yes, who knows what's going on with her... *chuckles*",NEGATIVE,0.9929064512252808,-0.9858129024505615
460,Lisa,Razor,"
Come on Razor, that's it, good boy! Let's do some combat practice — I've found you the perfect partner. Hey! Come back!",POSITIVE,0.9995624423027039,0.9991248846054077
461,Lisa,Sucrose,"
Try not to bother Sucrose if you're at a loose end, you'll only startle the poor girl. She's gifted at interacting with all sorts of exotic creatures — just hopeless when it comes to humans.",NEGATIVE,0.9956167936325073,-0.9912335872650146
462,Lisa,Traveler,"Hi darling, are you going to be Lisa's little helper? What? Me, a grand mage? That was a long time ago, I'm just a humble librarian now. *chuckles* Don't worry darling, I'll take very good care of you. So...

I can be your teacher, your master, or your friend... or all three if you want...

Let me show you a thing or two, lest we let your efforts go to waste. *chuckles*

Wait, one last thing... A kiss on the forehead from master to follower. Now you're my star pupil.",POSITIVE,0.988381564617157,0.976763129234314
463,Lynette,Arlecchino,"
Oh, how ""Father"" expresses love... well, not everyone can accept it. But it is only because of ""Father"" that home... can be called home.",POSITIVE,0.9276818633079529,0.8553637266159058
464,Lynette,Charlotte,"
Uh... I was eventually cornered by her for interviews a few times. The way she persistently asked even after Lyney rejected her all those times, I really have to commend her perseverance. Too bad for her, though... despite preparing all those questions, I never answered a single one.",NEGATIVE,0.616452157497406,-0.232904314994812
465,Lynette,Chiori,"
The costumes Lyney and I wear for performances were specially tailored by Chiori. Once, Lyney was using a small knife for a magic trick, and accidentally cut the cuff of his sleeve a bit. She scolded us nonstop... it was scary. Luckily, I can hide behind Lyney whenever we go to her shop.",NEGATIVE,0.6974267959594727,-0.3948535919189453
466,Lynette,Clorinde,"
I was once ordered to observe a duel of hers. Even just as a bystander, the coldness radiating from her was absolutely chilling... I don't know what it would be like to face her directly in a duel, and I hope I will never find out.",POSITIVE,0.9979415535926819,0.9958831071853638
467,Lynette,Emilie,"
Her perfume products are so popular that you have to get in line before the break of dawn to have a chance at snapping any up. However, I'm far too sensitive to the smell of perfume, and it's really rude to sneeze... so I have to take the long way around.",NEGATIVE,0.994471549987793,-0.9889430999755859
468,Lynette,Freminet,"
He is a delicate and gentle child, but also tends to belittle himself... perhaps due to his previous experiences. Sometimes he feels like the antithesis of Lyney... but since they're both family, when their opinions clash, I will bridge their differences.",POSITIVE,0.9940115809440613,0.9880231618881226
469,Lynette,Furina,"
Lady Furina's behavior is incredibly hard to explain, and I can't discern any useful intelligence from observing her. I always feel like her every move and action is an act, and she is playing different people... She truly is an Archon, one cannot apply the logic of ordinary humans to her.",POSITIVE,0.9031389355659485,0.806277871131897
470,Lynette,Lynette,"
During our shows, I'm usually Lyney's assistant. Because I never speak or change expressions, people often mistake me for a puppet... this kind of misunderstanding can prevent unnecessary social interactions, so it's actually quite nice.

Staying silent is beneficial for maintaining focus and gathering intelligence. Once, a VIP audience member at our show took out a handkerchief that didn't belong to his wife... as for how such information is used, now... that depends on what Father wants.

If you explain a magic trick, then the allure of the performance is lost. Personal relationships are the same. If you want to understand me, why not learn a bit at a time, and gradually piece together a complete picture?

Humans are complicated creatures. Even when they are not doing so intentionally, they will still unconsciously hide their true selves. Though I can always notice a few ""redundant"" details, I won't expose their facades when it isn't necessary.

Magic shows were once our livelihood, but now they are more of a convenient identity to present to society. In the name of magic performances, we can easily gain more access throughout the city, and be the ""eyes"" of our House.

Before Lyney and I came to our new home, we were constantly adrift on the streets. We experienced many hardships and dangerous situations... It was then that I developed the habit of paying attention to any sign of danger, and also gradually learned to understand what others were thinking. Fortunately, we now have a safe place to live.

Building a relationship with someone is like gambling. No matter how much information you have, it's hard to predict how other people might change. I've always had the habit of keeping a safe distance from others, but in your case... I'm willing to shoulder the risk of losing a bet.",NEGATIVE,0.9897086024284363,-0.9794172048568726
471,Lynette,Lyney,"Sometimes it distracts with a feint, others it pretends to slip up and reveal a flaw... When things get serious, sleight of hand dazzles more than the magic itself. Can you guess what it is?

I have always been together with Lyney, and we can tell what the other is thinking without speaking. Thus, he tends to be more quiet than normal when we are alone. Hmm? Can I tell when he's lying or telling the truth? Of course I can, but this matter is top secret.

Lyney is normally quite confident, and does everything with incredible ease... or at least, that's how he wants everyone else to see him. So when he runs into difficulties, he always wants to solve everything perfectly on his own... if this happens, please be sure to take good care of him.",POSITIVE,0.9984731078147888,0.9969462156295776
472,Lynette,Navia,"
Though she's the new president of Spina di Rosula, her style is more like the nosy big sister next door. If we really had a sister like her in the ""House of the Hearth,"" that would be really great... I know I probably shouldn't be wishing for anyone to be an orphan, but...",POSITIVE,0.9890890717506409,0.9781781435012817
473,Lynette,Neuvillette,"
The Chief Justice always feels strangely aloof, though his words are always humble... or perhaps he just doesn't like dealing with humans? After all, when he speaks with Melusines, he's actually quite friendly.",POSITIVE,0.9964579939842224,0.9929159879684448
474,Lynette,Traveler,"Pleased to make your acquaintance. I am Lyney's magic assistant, and if you have work-related inquiries, please ask Lyney. If you have questions related to seeing a magic show, please ask the ticket office. You want to talk to me? ...Then get to the point.

I'm not accustomed to expressing myself, but I consider myself a good listener. If you have any troubles, come find me. I'll guard your secrets.

I used to think that the golden sun and dark shadows of the night could never understand one another. But in you, I see a kind of strange complexity that has needlessly piqued my curiosity... I'll have to keep a close eye on you.",POSITIVE,0.9980931878089905,0.996186375617981
475,Lyney,Arlecchino,"
""Father"" gave us a family, raised us, and told each of us what we should work towards. In turn, what I can do is very simple... Remain loyal, and protect our home.

Ours is a kingdom consisting only of children, and ""Father"" is our king. No king rules forever, of course, and I know that one day I will be chosen as ""Father's"" successor... But that also terrifies me... Please don't mention this to anyone, especially my sister and Freminet.",POSITIVE,0.9969596862792969,0.9939193725585938
476,Lyney,Charlotte,"
Charlotte has been trying to get me to agree to an interview ever since we met... Ugh, it feels like she's already asked twenty times now. She has a good nose for finding news, and she's the persistent type, too. But to be honest, I have no desire to find myself in the spotlight of one of her breaking news stories, and so I've found all sorts of reasons to decline each time.",NEGATIVE,0.9965147972106934,-0.9930295944213867
477,Lyney,Chiori,"
Flattery won't get you anywhere with her. She'll only give those who can truly appreciate her art a second look. How does she see me, you ask? Come on now, that hurts! Not only am I a connoisseur of the arts, but honest about it too, as I am in all my dealings!",POSITIVE,0.8499323725700378,0.6998647451400757
478,Lyney,Clorinde,"
Clorinde's quite famous as a Champion Duelist. But from what I've read in the papers, she seems to have gotten into a bit of a pickle. The media's been all over her story, and she's... Well, she's the type that definitely doesn't enjoy that kind of attention.",NEGATIVE,0.9971950054168701,-0.9943900108337402
479,Lyney,Emilie,"
Have you ever gotten a whiff of the perfumes she makes? I quite liked them and was thinking to buy myself a bottle... But Lynette's tail indicated that she didn't share my opinion, so that was the end of that!",NEGATIVE,0.998508870601654,-0.9970177412033081
480,Lyney,Freminet,"Did you see that? As the dove emerged from the hat, the corner of Freminet's mouth turned up very slightly. Imagine how he'd react if we could find a way to make a whole flock of them fly out! After all, as his big brother, it's my duty to make him laugh.

My naive little brother still believes in fairy tales. I envy him, really. Uh, just to be clear though, he didn't actually tell me that. I just happened to see what he keeps in his secret drawer once... Really, it was an accident! So please don't tell him, or he'll get mad at me for sure.",NEGATIVE,0.9902869462966919,-0.9805738925933838
481,Lyney,Furina,"
The Hydro Archon, Lady Furina, is very unpredictable, and her manner of speech can be quite provocative, almost as if she sees talking itself like some sort of performance. The people of Fontaine have a particular soft spot for excitement and drama, which is why many hold her in high esteem.",POSITIVE,0.9993452429771423,0.9986904859542847
482,Lyney,Lynette,"
You think my sister doesn't talk much? Oh, she's probably just not in the right mode. Next time, start by saying ""Activate Chat Mode"" to her. If you're lucky, she might have a great deal of things to say to you. Hmm, and if you're not lucky...? Well, she'll just stare for a while, but hey, at least you'll get to see a different side of her!

My sister and I have always been inseparable. There's no hardship we can't overcome as long as we're together, and similarly, we share all our joys with each other. There's nothing in the world I treasure more than my family, so I know what it must be like for you... And if I find out anything at all that might help you, I'll be sure to let you know.",POSITIVE,0.9794568419456482,0.9589136838912964
483,Lyney,Lyney,"
I should probably emphasize again that I'm rarely so open with anyone — I guess it's because you're not just anyone.

*sigh* I'm afraid I'd find myself going into standby mode without Lynette by my side. I mean, I can handle my own business just fine, but it takes some getting used to. I'm sure you can understand. You also have... I mean... always have Paimon with you, after all.

It seems we're both keenly interested in each other. Well, know that the honor is mine! Haha, relax. I couldn't ever tell lies to your mesmerizing eyes — not even if I tried!

Of course, there's no way to ensure that you'll never slip up when performing magic tricks. The way I see it, the point is not to perform perfectly, but to stay calm at all times and adapt as needed. Even if some small flaws occur, you just need to make the audience believe that it's all part of the show, and you'll still deliver an entertaining and unforgettable performance!

As orphans without parents to shelter us, Lynette and I were forced to roam the streets since childhood, so we've been through a lot. But those experiences have also made us who we are today. We're doing alright these days. I have a hat full of hopes and dreams... Heh, and a family, and audience, hoping that I don't let them down!

Haha, so even now you still don't completely trust me, huh? You're a vigilant one — not that that's a bad thing. I'll never need to worry about you getting duped by someone else. But on the other hand, since you've taken it upon yourself to watch my every move, you'd better be careful when you blink... Who knows, I might just tell a huge, terrible lie while you're not paying attention! You'd be in a real pickle then, wouldn't you?

Actually, the real me is nowhere near as outgoing or chatty as I appear. More often than not, I only work my verbal ""magic"" as a means of getting closer to people. Sometimes I think people would feel sorry for the real me. Do you? *sigh* Or do you find my little games absurd?",POSITIVE,0.993440568447113,0.9868811368942261
484,Lyney,Navia,"
I didn't think that she'd be willing to help strangers like us. If it hadn't been for all of you, Lynette and I wouldn't have been acquitted... Thank you so much. I'll have to wait for a lovely, sunny day to invite everyone to Café Lutece for the most wonderful afternoon tea!",POSITIVE,0.9996978044509888,0.9993956089019775
485,Lyney,Neuvillette,"
Monsieur Neuvillette rarely appears in public, almost as if he's intentionally trying to put some distance between himself and the people. At first, I thought it might be just me, but my ever-observant sister noticed it too, so I suppose that must really be the case.",NEGATIVE,0.9443063139915466,-0.8886126279830933
486,Lyney,Traveler,"This is no mere illusion, tis I, Lyney! The greatest magician in all Teyvat! How are we feeling today? Excited? Surprised? Oh, you're curious how I appeared in front of you like this? Well... Hmm, your eyes are like topaz, precious, pure, and lovely. I like them! I've decided — I'm going to put on a show just for you. Watch carefully now. Blink, and you might miss it!

Wow, you're not beating around the bush! ...Let me put it this way — delicious berries must often grow in areas thick with thorns, otherwise they would be devoured by greedy foxes. This is what we call self-defense! I mean, sure, I don't mind telling some small lies to others at times, but between the two of us, I've never done anything worse than omitting a minor detail here and there, right?

Magicians generally do not reveal the core secrets behind their tricks, but if you don't mind becoming my apprentice and calling me ""Master Lyney,"" then that would be different. I'm curious how much of it you'd understand, and how long you'd last, hehe.",POSITIVE,0.9942525029182434,0.9885050058364868
487,Madame Ping,Xianyun,"A new resident in the city, you say?  Oh, it's Cloud— I mean, Xianyun. Don't be fooled by her usual manner... She's  someone you can truly rely on when the going gets tough. If you ever find  yourself in trouble, just tell her — I'm sure she'd be willing to help.",POSITIVE,0.9982894062995911,0.9965788125991821
488,Madame Ping,Xiao,"By honoring his oath as a yaksha, one hopes that our fellow adeptus has now finally gained some respite from the grievances that have burdened him all these millennia.",POSITIVE,0.9784517288208008,0.9569034576416016
489,Madame Ping,Yaoyao,"I wanted to give Yaoyao the magical device I used when I was younger, so she could protect herself. But before I could say anything, Cloud Retainer had already gifted Yuegui to her. Can't say I'm surprised. Yaoyao is a very lovable child after all.",POSITIVE,0.9984241724014282,0.9968483448028564
490,Mika,Albedo,"
The Chief Alchemist has been very kind to me. He helped me make all the survey equipment I use in the field... I even have some pens he made that will work even when I'm hanging upside down from a tree. But it seems that making artistic sketches is quite different from making maps. I've tried to make some sketches of a target area as supplemental intel before, and word has it that Captain Albedo went silent for a long time when he saw them...",NEGATIVE,0.9787868857383728,-0.9575737714767456
491,Mika,Amber,"
Oh? Amber the Outrider? She's the most reliable vanguard, and has amazing reconnaissance skills! The roles of Front-Line Surveyors and the Outriders are similar given that we both operate ahead of the main force. Amber has a lot of experience, and I've learned a lot of survival skills from her, as well as how to better maintain my crossbow strings and arrows.",POSITIVE,0.9997064471244812,0.9994128942489624
492,Mika,Eula,"
Captain Eula is a strong fighter with a combat style of her own, and she's always looked out for me. When I first joined the company, she assigned me a variety of tasks, way more than what other members had, and that quickly improved my ability to adapt. Once I grew accustomed to the way she expresses herself, I was able to work together with her just fine!

Actually, I really admire Captain Eula. She is friendly and free-spirited, and her mental fortitude is out of this world. If other people gave me strange looks all the time and talked behind my back like they do about her, I don't think I'd be able to leave my room...",POSITIVE,0.9997933506965637,0.9995867013931274
493,Mika,Jean,"
The Deputy... I mean, the Acting Grand Master is a strong and considerate leader who always makes me feel at ease. She's always out there looking after all of us. Whether it's organizing work, rendering first aid, or cooking delicious meals, there's so much I can learn from her...",POSITIVE,0.9997885823249817,0.9995771646499634
494,Mika,Kaeya,"
Before joining the Knights, I had to take a number of exams. Captain Kaeya was the main person in charge of all the testing. He was really supportive, and gave me all kinds of tips, but sometimes, I would struggle to understand what he was saying... I would get worried that I was not keeping up with his pace, and that I was letting him down...",NEGATIVE,0.9943453669548035,-0.9886907339096069
495,Mika,Klee,"
Oh? Klee? She's super cheerful, and I've heard that... she's as strong as the Grand Master himself. She's invited me to go on adventures with her before, and we always had a great time together! Although she would experiment with dangerous weapons from time to time, which means I've had to revise my maps on several occasions... But I still feel it's worth it!",POSITIVE,0.9998483657836914,0.9996967315673828
496,Mika,Lisa,"
Our librarian Lisa had always offered her help when I was first teaching myself how to draw maps. She even found a bunch of useful books for me to study. *sigh* If only I could be as well-learned as she is... After all, it never hurts to have more knowledge, and you never know when you might need it...",POSITIVE,0.9945334196090698,0.9890668392181396
497,Mika,Mika,"
Hmm? What's a Front-Line Land Surveyor? Well, my duty is to scout ahead into unknown territory, survey the terrain, and identify key locations. Sometimes, we also have to deal with enemy sentries, so in addition to being able to map out the terrain, I also have to stay combat ready, know first aid, and have strong survival skills...

Making camp, starting a fire, cooking food, and maintaining equipment... these are all essential tasks that must be done. If the others dislike such duties, and if I can uh, manage them to a satisfactory degree, then the least I can do is to help out... That way, everyone can have a breather and relax a little...

Hmm? You want to know more about me? Well, I'm just an ordinary person, so I don't really have any interesting stories... I guess all I could talk about is my experiences, would you be willing to hear about that?

Ever since I was a kid, I've wanted to become a cartographer, and map out every corner of Teyvat. It's only later on that I discovered the Knights of Favonius actually have that kind of role. Thanks to my father and brother's support, I was able to make it through the selection process and become a Front-Line Surveyor. This job has let me live out my dreams, and it's already brought me lots of fulfillment.

Everyone in the Knights of Favonius is really strong, and I feel like there's something I could learn from each member. After gaining new skills from everyone, I should also do my best to return the favor. So if there's anything the others need help with, then I'll do my best to make that happen.

It seems like... after I assisted the Grand Master and Captain Eula a few times with their errands, some members of our group have begun to see me as their official messenger. If I ever misspoke, it would cause trouble for our leaders, and the blame would be all mine. So, whenever I am around others I'm unfamiliar with, I often try to only comment on things I'm absolutely confident in, which makes everyone think I'm timid. But would you say this whole situation is just a sort of misunderstanding?

You know, one good thing after coming back from the expedition is that I don't feel so worried anymore. As long as I'm not causing trouble for anyone else, then I don't really mind what anyone might think of me. The Knights of Favonius is like my second family, and I've got to master my work as a Front-Line Surveyor. My hard work can let everyone finish their tasks more smoothly and end their days with just that much less to worry about...",POSITIVE,0.9960271120071411,0.9920542240142822
498,Mika,Traveler,"Mika, Front-Line Land Surveyor, Knights of Favonius Reconnaissance Company, reporting in. It's an honor to fight alongside you. If there's anything I can do to support you, just let me know and I'll get to it right away. Anyway, I'll make every effort to navigate us safely and report accurate intel on the enemy!

Ah, sorry... I heard all about you when I first arrived back in Mondstadt. Super powerful people like you and Paimon usually have some kind of strict personal code. Since many super powerful people would also have a bad temper, I was afraid that if I misspoke, you might get upset. But luckily, you two are really nice, and I have nothing to worry about!

Some forward scouts will use the word ""Octave"" to indicate that they've run out of arrows and are returning to camp... Or ""Vera"" to mean ""the conditions are good, we should engage the enemy""... Hey, why don't we also come up with some code words? It'll come in handy, especially if we'll be working together long term. Go ahead, I'm good with any of your ideas!",POSITIVE,0.9952719807624817,0.9905439615249634
499,Mika,Varka,"
Grand Master Varka is not only a strong leader who commands respect, but also my personal combat instructor. He taught me to think on my feet and avoid engaging enemies at close combat to make up for my small stature and relative lack of stamina. Following his advice, I learned how to fight with a polearm and crossbow, and I must say, this fighting style is far more suitable to me.

The Grand Master said that I need to set higher goals for myself, and strive to achieve them. I've always had that kind of attitude, but it wasn't until I was on the expedition that I realized how serious things can become... One day, I met the Fatui Harbinger known as The Captain. I can't even begin to imagine how I can deal with an opponent like him. I just... Such powerful people are really on a level of their own, I'm not even remotely close...",POSITIVE,0.9276647567749023,0.8553295135498047
500,Mika,Venti,"
I really like that bard... He's a very talented performer, and his melodies always seem to make me feel at home. If I had to pick a tune that best represents Mondstadt, it'd definitely be one of his. It's too bad that I'm not often in the city, otherwise, I could bring him some gifts every day...",POSITIVE,0.995636522769928,0.991273045539856
501,Mona,Albedo,"
ed down in mundane worldly affairs. What a wonderful life! If that batty old lady hadn't had one too many screws loose, perhaps that's the life I'd be living by now myself...",POSITIVE,0.9987241625785828,0.9974483251571655
502,Mona,Diluc,"
Diluc Ragnvindr. His constellation,  Noctua  , represents vigilance in the darkness of night... A lone guardian keeping watch, longing for the splendor of dawn, yet destined to solitude in the dark days preceding its arrival.  ...Or, wait, maybe Noctua's the one tied to wealth...?",POSITIVE,0.5990447402000427,0.19808948040008545
503,Mona,Jean,"
You mean the Acting Grand Master of the  Knights of Favonius  ? Her constellation is  Leo Minor  , which represents strength and responsibility shouldered too young... Though the lioness has been separated from her pride for a long time, she grows from strength to strength, and the day will come when she is ready to return as its glorious leader.",POSITIVE,0.9995787739753723,0.9991575479507446
504,Mona,Kaeya,"
Kaeya Alberich? He's a  Pavo Ocellus  . Destined for greatness and grandeur... and to hide ugly realities behind a layer of charm and elegance. He believes he has made a clean break with his past, but one day fate will catch up with him. When it does, he will have a major decision to make.",POSITIVE,0.9991104006767273,0.9982208013534546
505,Mona,Klee,"
Ah yes,  Alice  's daughter. She's in the custody of the Knights of Favonius, and Albedo looks after her too. She's blessed to have  Trifolium  as her constellation, which represents good luck. I'm slightly envious... *smirk*  Although, if I'd been blessed with good luck, I suppose I never would have had the great honor of running into that old woman, would I...",POSITIVE,0.9963209629058838,0.9926419258117676
506,Mona,Lisa,"
A  Tempus Fugit  ... The constellation derives its name from the hourglass, and stands for knowledge and time — or rather, the trade-off between them. As each grain of sand falls down, a moment of time — of life, even, dies for good. To stop the unrelenting flow of sand, one would have to turn the hourglass on its side. But once the sand comes to rest, it remains motionless forever... Hmm, maybe ""becomes lazy"" is more accurate than ""comes to rest,"" in this case.",NEGATIVE,0.9986720085144043,-0.9973440170288086
507,Mona,Mona,"
The work of the astrologer is to show people what fate has in store for them, and that's exactly what I do. There will always be those, however, who are unable to accept what they are told.

You want to chat... for fun? Oh... I don't usually have spare time for such activities, especially when I have so many columns left to write... Then again, since it's you, it might be worth it. Hehe, a change of pace once in a while isn't such a bad thing.

Income? From astrology...? You can't use... things like Mora to determine the value of astrology! You need to understand: hydromancy is the one and only means of discerning people's true destiny in the whole of Teyvat! No matter how much Mora or gems you might have, the value of fate is quite simply incalculable! Perhaps not the smartest question you might have had for me...

You want me to explain how astrology works? I'm not sure you'd understand even if I told you. But since you ask... The method I use is called hydromancy. The art of inferring fate from the illusory reflection of the stars on the water's surface. The inverted reflection in the water is an image of the heavens from within which the truth of our world can be observed. ...It is the one and only success story of that old lady's research endeavors.

Mona Megistus, the Astrologist — we came up with that name together, the old lady and me. She said it had a nice ring to it... But then she started calling me 'Meg' for short, which is obviously unnecessary, because clearly 'Mona' is already suffice for a shorter name— No! You are NOT allowed to call me that, it's embarrassing! Gah! I knew I shouldn't have told you!

The golden rule all fortune-tellers abide is: never offer advice. Only state the results of the divination. Otherwise, you risk your fate becoming tangled up with that of your subject. But for you, I will make an exception to this rule — because our fates have been intertwined from the beginning.  (Actual Voice-Over:  The golden rule all fortune-tellers abide is: never offer advice. Only state the results of the divination. Otherwise, you risk your fate becoming tangled up with that of your  subject's  . But for you, I will make an exception to this rule — because our fates have been intertwined from the beginning.  )",NEGATIVE,0.9961722493171692,-0.9923444986343384
508,Mona,Traveler,"I am Astrologist Mona Megistus, meaning ""The Great Astrologist Mona."" If it is divination you seek from me, then I ask you respect my name by learning it wholly, here and now.

Why do I write reports, rather than using my divination to earn  Mora  ? I would never use hydromancy for the sake of Mora, nor did I learn hydromancy for that purpose.

I don't know. Unless left with no other choice, astrologers do not foretell their own fate. The elders of my art warned against it, for it can turn fate in on itself, which is incredibly dangerous.

As you are not from this world, I am unable to give you a prediction. All I can tell you is that your journey is far from over.",NEGATIVE,0.9759347438812256,-0.9518694877624512
509,Mona,Venti,"
Venti? The bard that sits around doing nothing all day? What's so interesting about him? Sure, I guess I can take a look...  Huh, that's weird, the scryglass, it's... I can't see a thing... this wind... I can't... open my eyes! No, my hat! Ah! My clothes, stop! The wind's going to strip all my clothes off! Make it stop, make it stop! ...Alright, alright! I'll never do this again!",NEGATIVE,0.9935317635536194,-0.9870635271072388
510,Nahida,Alhaitham,"
He holds a body of knowledge more advanced than most could imagine, and his mind is constantly thinking, so maybe nothing in this world could ever fool him. But is the wise man truly wise to view the mediocre majority as defective? Because without them, there is no us.",POSITIVE,0.9889320135116577,0.9778640270233154
511,Nahida,Collei,"
When I heard her story for the first time, her tenacity shone through like a dazzling gemstone. She's been through so much... I hope that just as the rainforest supports all kinds of life, Sumeru will always provide a safe and nurturing environment for her, so that she can grow up healthy and strong.",POSITIVE,0.999815046787262,0.9996300935745239
512,Nahida,Cyno,"
His jokes are like buried treasure: gems hidden beneath the surface. They're a lot of fun. Hmm? Well, which part didn't you get? Okay, I can explain it for you.

Not every General Mahamatra would take such a clear-cut and decisive stance when faced with a conflict between order and justice. He must know only too well that compromise is a path that leads to a dead end, so it's extremely fortunate for all of Sumeru that he's now been able to return to his rightful post.",POSITIVE,0.9967501163482666,0.9935002326965332
513,Nahida,Dori,"
The first thing she said when she saw me was ""Nice palace. How much?"" Of course, I couldn't possibly sell her the Sanctuary of Surasthana. But still, her question had me stumped. I thought about it long and hard, but I still can't figure out how much Mora it's worth...",NEGATIVE,0.992625892162323,-0.985251784324646
514,Nahida,Faruzan,"
She is suffering from exposure to remnants of  King Deshret  's power. It's as if the great tortoise of time accidentally threw her off its back and left her suspended in the past. If you're interested, you should be able to catch a glimpse of Sumeru from a bygone age through her.",POSITIVE,0.9839174747467041,0.9678349494934082
515,Nahida,Furina,"
I'm led to believe that long, long ago, the Seven  Archons  used to stay in regular contact with each other. I'm a bit of a special case though, so I don't have any memory of that time... Now that things have settled down in Sumeru, I think it's about time I made contact with them again. You're on familiar terms with some of them, right? Would you mind introducing me?

I hear that playing games is a good way to quickly bring people closer together. I'm sure it must work for gods, too. How about once everyone meets up, I suggest we play hopscotch together? ...Hmm, on second thought, maybe not. If I draw the squares, It would look like I made them really small on purpose just so I could win. That wouldn't be fair on the others.

People often say that wisdom isn't about what you know, but knowing what you can change. It is beyond question that the ""prophecy"" was carved into Irminsul long ago... and while it may look like nothing has changed, it also seems like everything has. I think we both know her to be smart enough to turn the fate of the world around.",POSITIVE,0.9931815266609192,0.9863630533218384
516,Nahida,Kaveh,"
He has an almost-perfect grasp of what it truly means for Sumeru to be a Nation of Wisdom. Sadly, the truth as he understands it will never be accepted as the mainstream. Hmm? He's roommates with Alhaitham? Wow... the world really is full of surprises...",POSITIVE,0.9943152070045471,0.9886304140090942
517,Nahida,Nahida,"
Oh, the  Mare Jivari  ? A place without anything at all, completely empty — just like a  Shroomboar  's brain. Of course I know it. ...Hmm? I, uh... It's true, I've never seen it with my own eyes. It's one of the many places beyond my reach.

The gods gave humans barely enough knowledge for them to fill their stomachs. Yet, they used it to craft tools, write books, and build cities, and now they've set their sights on the stars and the abyss... With every moment that goes by, they're creating brand-new knowledge, so I never want to take my eyes off them.

My past is quite monotonous. I could tell you about it, but it wouldn't be long before you let out a great, big yawn, like a Pufferfish taking in a big gulp of water. But curiosity is worth its weight in gold, and I wouldn't want yours to go to waste... I know — let me tell you about all the dreams I've had.

In my dreams, there's often a flower pot. Every time I water it and add fresh fertilizer, the same flower grows. Can you still enjoy the process of growing flowers when you already know the exact outcome in advance? Hehe, well, for me, I'm glad that at least after the flower has blossomed, it attracts different colored butterflies each time, and sometimes even bees.

In my dreams, there's often an hourglass. I like to add a few drops of water. Then, I shake it up, and time how long it takes to settle, and see if there's any difference from the last time. There's no reasoning behind it and nothing to gain out of it, but somehow it seems to relieve the exhaustion in my brain. I think that the fact that it's for nothing is what makes it fun for me.

In my dreams, there's often an empty space. No matter how the scenery changes around it, the emptiness always occupies the most important place. Strange, isn't it? I think there used to be something there, but for all the power I have over dreams, I still can't find the answer as to what it was. Ugh, seems like even in my dreams, there are things that I can't control...

In my dreams, there can be anything — anything except people coming and going. But since meeting you, it's gradually started to get more lively here... Maybe you're a guide, adding a human touch to my dreams and leading me out from my cage. Hehe, c'mon, let's go. The journey's only just beginning, and I'd like you to carry on leading the way.",NEGATIVE,0.9778891801834106,-0.9557783603668213
518,Nahida,Nilou,"
I once borrowed someone else's body to ask her if she'd mind allowing  Lesser Lord Kusanali  to watch her dance... Actually, I had already watched her lots of times before in secret, but I wanted to attend her dance at the  Sabzeruz Festival  properly, in person, as a sign of respect. Anyway, it turned out that she gently declined the offer... I was a little sad about that.",NEGATIVE,0.8630410432815552,-0.7260820865631104
519,Nahida,Raiden Shogun,"
I'm led to believe that long, long ago, the Seven  Archons  used to stay in regular contact with each other. I'm a bit of a special case though, so I don't have any memory of that time... Now that things have settled down in Sumeru, I think it's about time I made contact with them again. You're on familiar terms with some of them, right? Would you mind introducing me?

I hear that playing games is a good way to quickly bring people closer together. I'm sure it must work for gods, too. How about once everyone meets up, I suggest we play hopscotch together? ...Hmm, on second thought, maybe not. If I draw the squares, It would look like I made them really small on purpose just so I could win. That wouldn't be fair on the others.",POSITIVE,0.979820728302002,0.9596414566040039
520,Nahida,Tighnari,"
The  Forest Watchers  played an essential role in helping the rainforest to withstand the  Withering  and continue to flourish, and Tighnari is the best of them all. Still... I do hope he learns to be a little gentler with people. Otherwise, it's gonna be difficult for the Forest Rangers to attract new top talent.",POSITIVE,0.9969074130058289,0.9938148260116577
521,Nahida,Traveler,"Nice to meet you! Hehe, I've actually been watching you for a long time already. My name's Nahida. I might look like a child, but don't be fooled: I understand this world much better than any grown-up. So... can we trade knowledge? I want to hear all about your travel stories. So, what would you like to know in return?

The things you've experienced on your journey are so much more exciting than anything I've ever learned. And now, I get to ask you about all of it any time I want, so I can understand each and every little detail... I couldn't ask for more. Alright, let's not waste any more time. Now where were we...?

Being a listener has never been enough for me. I've always dreamed of going out and seeing things for myself. You're such an experienced adventurer... Can you be my guide? I want to experience all your future tales first-hand.",POSITIVE,0.9993540644645691,0.9987081289291382
522,Nahida,Venti,"
I'm led to believe that long, long ago, the Seven  Archons  used to stay in regular contact with each other. I'm a bit of a special case though, so I don't have any memory of that time... Now that things have settled down in Sumeru, I think it's about time I made contact with them again. You're on familiar terms with some of them, right? Would you mind introducing me?

I hear that playing games is a good way to quickly bring people closer together. I'm sure it must work for gods, too. How about once everyone meets up, I suggest we play hopscotch together? ...Hmm, on second thought, maybe not. If I draw the squares, It would look like I made them really small on purpose just so I could win. That wouldn't be fair on the others.",POSITIVE,0.979820728302002,0.9596414566040039
